PlayerNBAId,PlayerNBAName,PlayerNBABirthDate,PlayerBREFId,PlayerBREFName,PlayerBREFBirthDate
76174,Norman Black,1957-11-12,blackno01,Norman Black,1957-11-12
76175,Tom Black,1941-07-09,blackto01,Tom Black,1941-07-09
76176,Rolando Blackman,1959-02-26,blackro01,Rolando Blackman,1959-02-26
76177,Cory Blackwell,1963-03-27,blackco01,Cory Blackwell,1963-03-27
76179,Nate Blackwell,1965-02-15,blackna01,Nate Blackwell,1965-02-15
76180,Alex Blackwell,1970-06-27,blackal01,Alex Blackwell,1970-06-27
76182,George Blaney,1939-11-12,blanege01,George Blaney,1939-11-12
76183,Lance Blanks,1966-09-09,blankla01,Lance Blanks,1966-09-09
76184,Ricky Blanton,1966-04-21,blantri01,Ricky Blanton,1966-04-21
76186,Leon Blevins,1926-06-25,blevile01,Leon Blevins,1926-06-25
76187,John Block,1944-04-16,blockjo01,John Block,1944-04-16
76188,Mike Bloom,1915-01-14,bloommi01,Mike Bloom,
76189,Ray Blume,1958-09-23,blumera01,Ray Blume,1958-09-23
76190,Nelson Bobb,1924-02-25,bobbne01,Nelson Bobb,1924-02-25
76191,Arlen Bockhorn,1933-07-08,bockhbu01,Bucky Bockhorn,1933-07-08
76192,Tom Boerwinkle,1945-08-23,boerwto01,Tom Boerwinkle,1945-08-23
76195,Manute Bol,1962-10-16,bolma01,Manute Bol,1962-10-16
76196,Bill Bolger,1931-08-21,bolgebi01,Bill Bolger,1931-08-21
76197,Doug Bolstorff,1931-10-29,bolstdo01,Doug Bolstorff,1931-10-29
76198,Phil Bond,1954-07-27,bondph01,Phil Bond,1954-07-27
76201,Ron Bonham,1942-05-31,bonharo01,Ron Bonham,1942-05-31
76203,George H. Bon Salle,1935-07-01,bonsage01,George Bon Salle,1935-07-01
76204,Ron Boone,1946-09-06,boonero01,Ron Boone,1946-09-06
76206,Bob Boozer,1937-04-26,boozebo01,Bob Boozer,1937-04-26
76207,Jake Bornheimer,1927-06-29,bornhja01,Jake Bornheimer,1927-06-29
76209,Costic Borsavage,1924-07-25,borsaik01,Ike Borsavage,1924-07-25
76210,Vince Boryla,1927-03-11,borylvi01,Vince Boryla,1927-03-11
76211,Jim Bostic,1953-01-28,bostiji01,Jim Bostic,1953-01-28
76212,Lawrence Boston,1956-05-18,bostola01,Lawrence Boston,1956-05-18
76213,Tom Boswell,1953-10-02,bosweto01,Tom Boswell,1953-10-02
76214,Don Boven,1925-03-06,bovendo01,Don Boven,1925-03-06
76217,Sam Bowie,1961-03-17,bowiesa01,Sam Bowie,1961-03-17
76219,Nate Bowman,1943-03-19,bowmana01,Nate Bowman,1943-03-19
76221,Dennis Boyd,1954-05-21,boydde01,Dennis Boyd,1954-05-21
76222,Fred Boyd,1950-06-13,boydfr01,Freddie Boyd,1950-06-13
76223,Ken Boyd,1952-03-25,boydke01,Ken Boyd,1952-03-25
76224,Harry Boykoff,1922-07-24,boykoha01,Harry Boykoff,1922-07-24
76225,Winford Boynes,1957-05-17,boynewi01,Winford Boynes,1957-05-17
76226,Steve Bracey,1950-08-01,bracest01,Steve Bracey,1950-08-01
76227,Gary Bradds,1942-07-26,braddga01,Gary Bradds,1942-07-26
76228,Alex Bradley,1959-10-30,bradlal02,Alex Bradley,1959-10-30
76229,Alonzo Bradley,1953-10-16,bradlal01,Alonzo Bradley,1953-10-16
76230,Charles Bradley,1959-05-16,bradlch01,Charles Bradley,1959-05-16
76231,Dudley Bradley,1957-03-19,bradldu01,Dudley Bradley,1957-03-19
76232,Joe Bradley,1928-09-24,bradljo01,Joe Bradley,1928-09-24
76233,Bill Bradley,1943-07-28,bradlbi01,Bill Bradley,1943-07-28
76237,Adrian Branch,1963-11-17,brancad01,Adrian Branch,1963-11-17
76238,Bob Brannum,1925-05-28,brannbo01,Bob Brannum,1925-05-28
76239,Brad Branson,1958-09-24,bransbr01,Brad Branson,1958-09-24
76240,Jesse Branson,1942-01-07,bransje01,Jesse Branson,1942-01-07
76241,Jim Brasco,1931-02-03,brascji01,Jim Brasco,1931-02-03
76242,Mike Bratz,1955-10-17,bratzmi01,Mike Bratz,1955-10-17
76243,Carl Braun,1927-09-25,braunca01,Carl Braun,1927-09-25
76245,Pete Brennan,1936-09-23,brennpe01,Pete Brennan,1936-09-23
76246,Tom Brennan,1930-08-06,brennto01,Tom Brennan,1930-08-06
76247,Randy Breuer,1960-10-11,breuera01,Randy Breuer,1960-10-11
76248,Jim Brewer,1951-12-03,breweji01,Jim Brewer,1951-12-03
76249,Ron Brewer,1955-09-16,brewero01,Ron Brewer,1955-09-16
76250,Frank Brian,1923-05-01,brianfr01,Frankie Brian,1923-05-01
76252,Junior Bridgeman,1953-09-17,bridgju01,Junior Bridgeman,1953-09-17
76253,Bill Bridges,1939-04-04,bridgbi01,Bill Bridges,1939-04-04
76254,Al Brightman,1923-09-22,brighal01,Al Brightman,
76255,Audley Brindley,1923-12-31,brindau01,Aud Brindley,
76256,John Brisker,1947-06-15,briskjo01,John Brisker,1947-06-15
76257,Allan Bristow,1951-08-23,bristal01,Allan Bristow,1951-08-23
76258,Tyrone Britt,1944-04-18,brittty01,Tyrone Britt,1944-04-18
76259,Wayman Britt,1952-08-31,brittwa01,Wayman Britt,1952-08-31
76260,Mike Brittain,1963-06-21,brittmi01,Mike Brittain,1963-06-21
76261,David Britton,1958-08-29,brittda01,Dave Britton,1958-08-29
76262,Jim Brogan,1958-02-24,brogaji01,Jim Brogan,1958-02-24
76263,Gary Brokaw,1954-01-11,brokaga01,Gary Brokaw,1954-01-11
76264,Price Brookfield,1920-05-11,brookpr01,Price Brookfield,1920-05-11
76265,Kevin Brooks,1969-10-12,brookke01,Kevin Brooks,1969-10-12
76266,Michael Brooks,1958-08-17,brookmi01,Michael Brooks,1958-08-17
76268,Tony Brown,1960-07-29,brownto01,Tony Brown,1960-07-29
76270,Darrell Brown,1923-03-14,brownda01,Darrel Brown,
76272,Fred Brown,1948-08-07,brownfr01,Fred Brown,1948-08-07
76273,George Brown,1935-10-30,brownge01,George Brown,1935-10-30
76275,Harold Brown,1923-10-02,brownha01,Harold Brown,
76276,John Brown,1951-12-14,brownjo01,John Brown,1951-12-14
76277,Myron Brown,1969-11-03,brownmy01,Myron Brown,1969-11-03
76278,Leon Brown,1919-10-12,brownle01,Leon Brown,
76279,Lewis Brown,1955-02-19,brownle02,Lewis Brown,1955-02-19
76282,Raymond Brown,1965-07-05,brownra01,Raymond Brown,1965-07-05
76283,Rickey Brown,1958-08-20,brownri01,Rickey Brown,1958-08-20
76284,Bob Brown,1923-11-12,brownbo01,Bob Brown,1923-11-12
76285,Stan Brown,1929-06-27,brownst01,Stan Brown,1929-06-27
76286,Roger Brown,1950-02-23,brownro02,Roger Brown,1950-02-23
76287,Jim Browne,1930-01-01,brownji01,Jim Browne,1930-01-01
76288,Stanley Brundy,1967-11-13,brundst01,Stanley Brundy,1967-11-13
76289,Emmette Bryant,1938-11-04,bryanem01,Em Bryant,1938-11-04
76290,Joe Bryant,1954-10-19,bryanjo01,Joe Bryant,1954-10-19
76291,Wallace Bryant,1959-07-14,bryanwa01,Wallace Bryant,1959-07-14
76292,Torgeir Bryn,1964-08-08,brynto01,Torgeir Bryn,1964-08-08
76293,Joe Buckhalter,1937-08-01,buckhjo01,Joe Buckhalter,1937-08-01
76294,Steve Bucknall,1966-03-17,bucknst01,Steve Bucknall,1966-03-17
76295,Cleveland Buckner,1938-08-17,buckncl01,Cleveland Buckner,1938-08-17
76296,Quinn Buckner,1954-08-20,bucknqu01,Quinn Buckner,1954-08-20
76297,Dave Budd,1938-10-28,buddda01,Dave Budd,1938-10-28
76298,Walter Budko,1925-07-30,budkowa01,Walt Budko,1925-07-30
76300,Greg Bunch,1956-05-15,bunchgr01,Greg Bunch,1956-05-15
76301,Dick Bunt,1930-07-13,buntdi01,Dick Bunt,1930-07-13
76302,Bill Buntin,1942-05-05,buntibi01,Bill Buntin,1942-05-05
76303,Luther Burden,1953-02-28,burdeti01,Ticky Burden,1953-02-28
76304,Roger Burkman,1958-05-22,burkmro01,Roger Burkman,1958-05-22
76305,Tom Burleson,1952-02-24,burleto01,Tom Burleson,1952-02-24
76306,Jack Burmaster,1926-12-23,burmaja01,Jack Burmaster,1926-12-23
76307,David Burns,1958-07-03,burnsda01,David Burns,1958-07-03
76308,Evers Burns,1971-08-24,burnsev01,Evers Burns,1971-08-24
76309,Jim Burns,1945-09-21,burnsji01,Jim Burns,1945-09-21
76311,Art Burris,1924-04-07,burriar01,Art Burris,1924-04-07
76313,Bob Burrow,1934-06-29,burrobo01,Bob Burrow,1934-06-29
76314,Ed Burton,1939-08-13,burtoed01,Ed Burton,1939-08-13
76316,Steve Burtt,1962-11-05,burttst01,Steve Burtt,1962-11-05
76317,Don Buse,1950-08-10,busedo01,Don Buse,1950-08-10
76318,Donnie Butcher,1936-02-08,butchdo01,Donnie Butcher,1936-02-08
76319,Al Butler,1938-07-09,butleal01,Al Butler,1938-07-09
76320,Greg Butler,1966-03-11,butlegr01,Greg Butler,1966-03-11
76321,Marty Byrnes,1956-04-30,byrnema01,Marty Byrnes,1956-04-30
76322,Tommy Byrnes,1923-02-19,byrneto01,Tommy Byrnes,1923-02-19
76323,Mike Bytzura,1922-06-18,bytzumi01,Michael Bytzura,
76324,Barney Cable,1935-07-29,cableba01,Barney Cable,1935-07-29
76326,Gerry Calabrese,1925-02-04,calabge01,Gerry Calabrese,1925-02-04
76328,Jim Caldwell,1943-01-28,caldwji01,Jim Caldwell,1943-01-28
76329,Joe Caldwell,1941-11-01,caldwjo01,Joe Caldwell,1941-11-01
76330,Corky Calhoun,1950-11-01,calhoco01,Corky Calhoun,1950-11-01
76331,Bill Calhoun,1927-11-04,calhobi01,Bill Calhoun,1927-11-04
76332,Demetrius Calip,1969-11-18,calipde01,Demetrius Calip,1969-11-18
76333,Tom Callahan,1921-06-02,callato01,Tom Callahan,
76334,Rick Calloway,1966-12-12,callori01,Rick Calloway,1966-12-12
76335,Ernie Calverley,1924-01-30,calveer01,Ernie Calverley,
76336,Mack Calvin,1947-07-27,calvima01,Mack Calvin,1947-07-27
76337,Dexter Cambridge,1970-01-29,cambrde01,Dexter Cambridge,1970-01-29
76338,Tony Campbell,1962-05-07,campbto01,Tony Campbell,1962-05-07
76339,Larry Cannon,1947-04-12,cannola01,Larry Cannon,1947-04-12
76340,Howie Carl,1938-06-07,carlho01,Howie Carl,1938-06-07
76341,Chet Carlisle,1916-11-02,carlich01,Chet Carlisle,
76342,Rick Carlisle,1959-10-27,carliri01,Rick Carlisle,1959-10-27
76343,Al Carlson,1951-09-17,carlsal01,Al Carlson,1951-09-17
76344,Don Carlson,1919-03-22,carlsdo01,Don Carlson,1919-03-22
76345,Bob Carney,1932-08-03,carnebo01,Bob Carney,1932-08-03
76346,Bob Carpenter,1917-11-06,carpebo01,Bob Carpenter,1917-11-06
76348,Austin Carr,1948-03-10,carrau01,Austin Carr,1948-03-10
76350,Kenny Carr,1955-08-15,carrke01,Kenny Carr,1955-08-15
76351,M.L. Carr,1951-01-09,carrml01,M.L. Carr,1951-01-09
76352,Bob Carrington,1953-07-03,carribo01,Bob Carrington,1953-07-03
76353,Joe Barry Carroll,1958-07-24,carrojo01,Joe Barry Carroll,1958-07-24
76355,Butch Carter,1958-06-11,cartebu01,Butch Carter,1958-06-11
76356,Fred Carter,1945-02-14,cartefr01,Fred Carter,1945-02-14
76357,George Carter,1944-01-10,cartege01,George Carter,1944-01-10
76358,Howard Carter,1961-10-26,carteho01,Howard Carter,1961-10-26
76359,Jake Carter,1924-07-25,carteja01,Jake Carter,1924-07-25
76360,Reggie Carter,1957-10-10,cartere01,Reggie Carter,1957-10-10
76361,Ron Carter,1956-08-31,cartero01,Ron Carter,1956-08-31
76362,Bill Cartwright,1957-07-30,cartwbi01,Bill Cartwright,1957-07-30
76363,Jay Carty,1941-07-04,cartyja01,Jay Carty,1941-07-04
76364,Cornelius Cash,1952-03-03,cashco01,Cornelius Cash,1952-03-03
76365,Harvey Catchings,1951-09-02,catchha01,Harvey Catchings,1951-09-02
76367,Sid Catlett,1948-04-18,catlesi01,Sid Catlett,1948-04-18
76368,Bobby Cattage,1958-08-17,cattabo01,Bobby Cattage,1958-08-17
76370,Ron Cavenall,1959-04-30,cavenro01,Ron Cavenall,1959-04-30
76373,Al Cervi,1917-02-12,cervial01,Al Cervi,1917-02-12
76374,Bill Chamberlain,1949-12-16,chambbi01,Bill Chamberlain,1949-12-16
76375,Wilt Chamberlain,1936-08-21,chambwi01,Wilt Chamberlain,1936-08-21
76376,Jerry Chambers,1943-07-18,chambje01,Jerry Chambers,1943-07-18
76378,Mike Champion,1964-04-05,champmi01,Mike Champion,1964-04-05
76379,Don Chaney,1946-03-22,chanedo01,Don Chaney,1946-03-22
76380,John Chaney,1920-02-29,chanejo01,John Chaney,1920-02-29
76382,Len Chappell,1941-01-31,chapple01,Len Chappell,1941-01-31
76383,Ken Charles,1951-07-10,charlke01,Ken Charles,1951-07-10
76384,Lorenzo Charles,1963-11-25,charllo01,Lorenzo Charles,1963-11-25
76385,Maurice Cheeks,1956-09-08,cheekma01,Maurice Cheeks,1956-09-08
76386,Phil Chenier,1950-10-30,cheniph01,Phil Chenier,1950-10-30
76387,Derrick Chievous,1967-07-03,chievde01,Derrick Chievous,1967-07-03
76391,Leroy Chollet,1925-03-05,chollle01,Leroy Chollet,1925-03-05
76392,Jim Chones,1949-11-30,choneji01,Jim Chones,1949-11-30
76393,Fred Christ,1930-08-06,chrisfr01,Fred Christ,1930-08-06
76394,Cal Christensen,1927-06-06,chrisca01,Cal Christensen,1927-06-06
76395,Bob Christian,1946-05-11,chrisbo01,Bob Christian,1946-05-11
76397,Archie Clark,1941-07-15,clarkar01,Archie Clark,1941-07-15
76398,Carlos Clark,1960-08-10,clarkca01,Carlos Clark,1960-08-10
76402,Jim Cleamons,1949-09-13,cleamji01,Jim Cleamons,1949-09-13
76403,John Clemens,1943-05-01,clemeba01,Barry Clemens,1943-05-01
76404,Nat Clifton,1922-10-13,cliftna01,Nat Clifton,1922-10-13
76406,Bill Closs,1922-01-08,clossbi01,Bill Closs,1922-01-08
76407,Paul Cloyd,1920-06-13,cloydpa01,Paul Cloyd,1920-06-13
76408,Marion Cluggish,1917-09-18,cluggbo01,Bob Cluggish,
76409,Ben Clyde,1951-06-10,clydebe01,Ben Clyde,1951-06-10
76410,Richard Coffey,1965-09-02,cofferi01,Richard Coffey,1965-09-02
76411,Fred Cofield,1962-01-04,cofiefr01,Fred Cofield,1962-01-04
76412,Ben Coleman,1961-11-14,colembe01,Ben Coleman,1961-11-14
76413,E.C. Coleman,1950-09-25,colemec01,E.C. Coleman,1950-09-25
76414,Jack Coleman,1924-05-23,colemja01,Jack Coleman,1924-05-23
76415,Norris Coleman,1961-09-27,colemno01,Norris Coleman,1961-09-27
76416,Art Collins,1954-04-14,colliar01,Art Collins,1954-04-14
76418,Don Collins,1958-11-28,collido02,Don Collins,1958-11-28
76419,Jimmy Collins,1946-11-24,colliji01,Jimmy Collins,1946-11-24
76421,Doug Collins,1951-07-28,collido01,Doug Collins,1951-07-28
76422,Joe Colone,1926-01-23,colonjo01,Joe Colone,
76425,Leroy Combs,1961-01-01,combsle01,Leroy Combs,1961-01-01
76426,Dallas Comegys,1964-08-17,comegda01,Dallas Comegys,1964-08-17
76427,Larry Comley,1939-08-17,comlela01,Larry Comley,1939-08-17
76428,Gene Conley,1930-11-10,conlege01,Gene Conley,1930-11-10
76429,Ed Conlin,1933-09-02,conlied01,Ed Conlin,1933-09-02
76431,Lester Conner,1959-09-17,connele01,Lester Conner,1959-09-17
76432,Chuck Connors,1921-04-10,connoch01,Chuck Connors,
76433,Anthony Cook,1967-03-19,cookan01,Anthony Cook,1967-03-19
76434,Bert Cook,1929-04-26,cookbe01,Bert Cook,1929-04-26
76435,Darwin Cook,1958-08-06,cookda01,Darwin Cook,1958-08-06
76436,Jeff Cook,1956-10-21,cookje01,Jeff Cook,1956-10-21
76437,Norm Cook,1955-03-21,cookno01,Norm Cook,1955-03-21
76438,Bobby Cook,1923-04-01,cookbo01,Bobby Cook,1923-04-01
76439,David Cooke,1963-09-27,cookeda01,David Cooke,1963-09-27
76440,Joe Cooke,1948-08-14,cookejo01,Joe Cooke,1948-08-14
76441,Wayne Cooper,1956-11-16,coopewa01,Wayne Cooper,1956-11-16
76442,Chuck Cooper,1926-09-29,coopech01,Chuck Cooper,1926-09-29
76443,Joe Cooper,1957-09-01,coopejo01,Joe Cooper,1957-09-01
76444,Michael Cooper,1956-04-15,coopemi01,Michael Cooper,1956-04-15
76446,Tom Copa,1964-10-30,copato01,Tom Copa,1964-10-30
76447,Hollis Copeland,1955-12-20,copelho01,Hollis Copeland,1955-12-20
76448,Lanard Copeland,1965-07-16,copella01,Lanard Copeland,1965-07-16
76450,Chris Corchiani,1968-03-28,corchch01,Chris Corchiani,1968-03-28
76451,Ken Corley,1905-04-04,corleke01,Ken Corley,
76452,Ray Corley,1928-01-01,corlera01,Ray Corley,1928-01-01
76453,Dave Corzine,1956-04-25,corzida01,Dave Corzine,1956-04-25
76454,Larry Costello,1931-07-02,costela01,Larry Costello,1931-07-02
76456,Jack Cotton,1924-10-25,cottoja01,Jack Cotton,1924-10-25
76457,John Coughran,1951-09-12,coughjo01,John Coughran,1951-09-12
76458,Mel Counts,1941-10-16,countme01,Mel Counts,1941-10-16
76459,Steve Courtin,1942-09-21,courtst01,Steve Courtin,1942-09-21
76462,Dave Cowens,1948-10-25,cowenda01,Dave Cowens,1948-10-25
76463,John Cox,1955-12-29,coxch01,Chubby Cox,1955-12-29
76464,Johnny Cox,1936-11-01,coxjo01,Johnny Cox,1936-11-01
76465,Wesley Cox,1955-01-27,coxwe01,Wesley Cox,1955-01-27
76466,Freddie Crawford,1941-12-23,crawffr01,Freddie Crawford,1941-12-23
76468,Jim Creighton,1950-04-18,creigji01,Jim Creighton,1950-04-18
76469,Ron Crevier,1958-04-14,creviro01,Ron Crevier,1958-04-14
76470,Hal Crisler,1923-12-31,crislha01,Hal Crisler,
76471,Charlie Criss,1948-11-06,crissch01,Charlie Criss,1948-11-06
76472,Winston Crite,1965-06-20,critewi01,Winston Crite,1965-06-20
76473,Dillard Crocker,1925-01-19,crockdi01,Dillard Crocker,1925-01-19
76474,Jeffrey Crompton,1955-07-04,crompge01,Geoff Crompton,1955-07-04
76475,Terry Crosby,1957-01-04,crosbte01,Terry Crosby,1957-01-04
76476,Jeff Cross,1961-09-01,crossje01,Jeff Cross,1961-09-01
76477,Pete Cross,1948-03-28,crosspe01,Pete Cross,1948-03-28
76478,Russell Cross,1961-09-05,crossru01,Russell Cross,1961-09-05
76479,Francis Crossin,1923-07-04,crossch01,Chink Crossin,1923-07-04
76481,Mark Crow,1954-10-22,crowma01,Mark Crow,1954-10-22
76482,Corey Crowder,1969-04-13,crowdco01,Corey Crowder,1969-04-13
76483,Pat Cummings,1956-07-11,cummipa01,Pat Cummings,1956-07-11
76485,Dick Cunningham,1946-07-11,cunnidi01,Dick Cunningham,1946-07-11
76487,Billy Cunningham,1943-06-03,cunnibi01,Billy Cunningham,1943-06-03
76488,Radisav Curcic,1965-09-26,curcira01,Radisav Curcic,1965-09-26
76489,Armand Cure,1919-08-01,curear01,Armand Cure,
76492,Fran Curran,1922-09-09,currafr01,Fran Curran,1922-09-09
76496,Ed Dahler,1926-01-31,dahleed01,Ed Dahler,1926-01-31
76497,Quintin Dailey,1961-01-22,dailequ01,Quintin Dailey,1961-01-22
76498,Howie Dallmar,1922-05-24,dallmho01,Howie Dallmar,
76499,Lou Dampier,1944-11-20,dampilo01,Louie Dampier,1944-11-20
76500,Bob Dandridge,1947-11-15,dandrbo01,Bob Dandridge,1947-11-15
76502,Mel Daniels,1944-07-20,danieme01,Mel Daniels,1944-07-20
76504,Adrian Dantley,1956-02-28,dantlad01,Adrian Dantley,1956-02-28
76505,Mike D'Antoni,1951-05-08,dantomi01,Mike D'Antoni,1951-05-08
76506,Henry Darcey,1930-03-03,darcepe01,Pete Darcey,1930-03-03
76507,Jimmy Darden,1922-06-19,dardeji01,Jimmy Darden,1922-06-19
76509,Jesse Dark,1951-09-02,darkje01,Jesse Dark,1951-09-02
76511,Jimmy Darrow,1937-09-25,darroji01,Jimmy Darrow,1937-09-25
76514,Bob Davies,1920-01-15,daviebo01,Bob Davies,1920-01-15
76515,Aubrey Davis,1921-03-28,davisau01,Aubrey Davis,
76516,Brad Davis,1955-12-17,davisbr01,Brad Davis,1955-12-17
76517,Brian Davis,1970-06-21,davisbr02,Brian Davis,1970-06-21
76518,Charlie Davis,1958-10-05,davisch02,Charles Davis,1958-10-05
76519,Charlie Davis,1949-09-07,davisch01,Charlie Davis,1949-09-07
76520,Monti Davis,1958-07-26,davismo01,Monti Davis,1958-07-26
76521,Double D Davis,1949-10-28,davisdw01,Dwight Davis,1949-10-28
76522,Edward Davis,1950-06-16,davismi02,Mickey Davis,1950-06-16
76523,Harry Davis,1956-01-27,davisha01,Harry Davis,1956-01-27
76524,James Davis,1932-04-22,davisre01,Red Davis,1932-04-22
76525,Jim Davis,1941-12-18,davisji01,Jim Davis,1941-12-18
76526,Johnny Davis,1955-10-21,davisjo01,Johnny Davis,1955-10-21
76528,Mark Davis,1963-06-08,davisma01,Mark Davis,1963-06-08
76529,Mel Davis,1950-11-09,davisme01,Mel Davis,1950-11-09
76530,Michael Davis,1956-08-02,davismi03,Mike Davis,1956-08-02
76531,Mike Davis,1946-07-26,davismi01,Mike Davis,1946-07-26
76532,Ralph Davis,1938-09-07,davisra01,Ralph Davis,1938-09-07
76533,Bob Davis,1950-04-02,davisbo01,Bob Davis,1950-04-02
76534,Ron Davis,1954-05-01,davisro01,Ron Davis,1954-05-01
76536,Walt Davis,1931-01-05,daviswa01,Walt Davis,1931-01-05
76538,Bill Davis,1921-10-03,davisbi01,Bill Davis,
76539,Darryl Dawkins,1957-01-11,dawkida01,Darryl Dawkins,1957-01-11
76541,Paul Dawkins,1957-06-10,dawkipa01,Paul Dawkins,1957-06-10
76542,Tony Dawson,1967-08-25,dawsoto01,Tony Dawson,1967-08-25
76543,Darren Daye,1960-11-30,dayeda01,Darren Daye,1960-11-30
76544,Greg Deane,1957-12-06,deanegr01,Greg Deane,1957-12-06
76545,Dave DeBusschere,1940-10-16,debusda01,Dave DeBusschere,1940-10-16
76546,Archie Dees,1936-02-22,deesar01,Archie Dees,1936-02-22
76548,Red Dehnert,1905-04-07,dehnere01,Red Dehnert,
76551,Nate DeLong,1926-01-05,delonna01,Nate DeLong,1926-01-05
76552,Fennis Dembo,1966-01-24,dembofe01,Fennis Dembo,1966-01-24
76553,Larry Demic,1957-06-27,demicla01,Larry Demic,1957-06-27
76555,George Dempsey,1929-07-19,dempsge01,George Dempsey,1929-07-19
76556,Kenny Dennard,1958-10-18,dennake01,Kenny Dennard,1958-10-18
76557,Blaine Denning,1930-09-19,dennibl01,Blaine Denning,1930-09-19
76558,Randy Denton,1949-02-18,dentora01,Randy Denton,1949-02-18
76559,Rod Derline,1952-03-11,derliro01,Rod Derline,1952-03-11
76560,Dave Deutsch,1945-05-13,deutsda01,Dave Deutsch,1945-05-13
76561,Walter Devlin,1931-12-21,devlico01,Corky Devlin,1931-12-21
76562,Hank DeZonie,1922-02-12,dezonha01,Hank DeZonie,1922-02-12
76563,Henry Dickerson,1951-11-27,dickehe01,Henry Dickerson,1951-11-27
76564,Derrek Dickey,1951-03-20,dickede01,Derrek Dickey,1951-03-20
76565,Dick Dickey,1926-10-26,dickedi01,Dick Dickey,1926-10-26
76566,Connie Dierking,1936-10-02,dierkco01,Connie Dierking,1936-10-02
76567,Coby Dietrick,1948-07-23,dietrco01,Coby Dietrick,1948-07-23
76568,Ernie DiGregorio,1951-01-15,digreer01,Ernie DiGregorio,1951-01-15
76569,Mickey Dillard,1958-10-15,dillami01,Mickey Dillard,1958-10-15
76570,Bob Dille,1917-07-02,dillebo01,Bob Dille,
76571,John Dillon,1924-01-08,dilloho01,Hook Dillon,1924-01-08
76574,Byron Dinkins,1967-06-15,dinkiby01,Byron Dinkins,1967-06-15
76575,Jackie Dinkins,1950-01-22,dinkija01,Jackie Dinkins,1950-01-22
76576,Bill Dinwiddie,1943-07-15,dinwibi01,Bill Dinwiddie,1943-07-15
76577,Terry Dischinger,1940-11-21,dischte01,Terry Dischinger,1940-11-21
76578,Fred Diute,1929-01-09,diutefr01,Fred Diute,1929-01-09
76580,Earl Dodd,1924-11-01,doddea01,Earl Dodd,1924-11-01
76581,Joe Dolhon,1927-07-09,dolhojo01,Joe Dolhon,1927-07-09
76582,Bob Doll,1919-08-10,dollbo01,Bob Doll,1919-08-10
76583,James Donaldson,1957-08-16,donalja01,James Donaldson,1957-08-16
76584,Bob Donham,1926-10-11,donhabo01,Bob Donham,1926-10-11
76585,Harry Donovan,1926-09-10,donovha01,Harry Donovan,1926-09-10
76586,Billy Donovan,1965-05-30,donovbi01,Billy Donovan,1965-05-30
76587,Jacky Dorsey,1954-12-18,dorseja01,Jacky Dorsey,1954-12-18
76588,Bruce Douglas,1964-04-09,douglbr01,Bruce Douglas,1964-04-09
76589,John Douglas,1956-06-12,dougljo01,John Douglas,1956-06-12
76590,Leon Douglas,1954-08-26,douglle01,Leon Douglas,1954-08-26
76592,Lloyd Dove,1945-08-16,doveso01,Sonny Dove,1945-08-16
76593,Bill Downey,1923-11-11,downebi01,Bill Downey,
76594,Steve Downing,1950-09-09,downist01,Steve Downing,1950-09-09
76595,Danny Doyle,1940-02-06,doyleda01,Danny Doyle,1940-02-06
76596,Terry Dozier,1966-06-29,doziete01,Terry Dozier,1966-06-29
76598,John Drew,1954-09-30,drewjo01,John Drew,1954-09-30
76599,Larry Drew,1958-04-02,drewla01,Larry Drew,1958-04-02
76603,Terry Driscoll,1947-08-28,driscte01,Terry Driscoll,1947-08-28
76604,Ralph Drollinger,1954-04-20,drollra01,Ralph Drollinger,1954-04-20
76605,Dick Duckett,1933-03-25,duckedi01,Dick Duckett,1933-03-25
76607,Charles Dudley,1950-03-05,dudlech01,Charles Dudley,1950-03-05
76608,Terry Duerod,1956-07-29,duerote01,Terry Duerod,1956-07-29
76609,Bob Duffy,1922-07-05,duffybo01,Bob Duffy,
76610,Bob Duffy,1940-09-26,duffybo02,Bob Duffy,1940-09-26
76611,Walter Dukes,1930-06-23,dukeswa01,Walter Dukes,1930-06-23
76615,Andy Duncan,1922-04-17,duncaan01,Andy Duncan,1922-04-17
76616,Mike Dunleavy,1954-03-21,dunlemi01,Mike Dunleavy,1954-03-21
76617,Pat Dunn,1931-03-17,dunnpa01,Pat Dunn,1931-03-17
76618,T.R. Dunn,1955-02-01,dunntr01,T.R. Dunn,1955-02-01
76619,John Duren,1958-10-30,durenjo01,John Duren,1958-10-30
76621,Devin Durrant,1960-10-20,durrade01,Devin Durrant,1960-10-20
76622,Ken Durrett,1948-12-08,durreke01,Ken Durrett,1948-12-08
